profile,profile_id,original,raw_normalized,research_area_normalized,matched_candidate_terms,matched_sources,matched_cuis,has_umls_match,final_output,final_output_simplified,final_output_simplified_cleaned,source_weight,tag_weight,research_tag_publishable
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,integrating fine-tuned Transformer models (Bio-BERT/ClinicalBERT) via PyTorch directly into secure,integrating fine-tuned transformer models bio-bert clinicalbert via pytorch directly into secure,,,,,no,integrating fine-tuned transformer models bio-bert clinicalbert via pytorch directly into secure,integrating fine-tuned Transformer models (Bio-BERT/ClinicalBERT) via PyTorch directly into secure,Integrating Fine Tuned Transformer Models Bio BERT Clinicalbert Via Pytorch Directly Into Secure,0.8,0.8,Integrating Fine Tuned Transformer Models Bio BERT Clinicalbert Via Pytorch Directly Into Secure
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,cloud-native software microservices,cloud-native software microservices,,,,,no,cloud-native software microservices,cloud-native software microservices,Cloud Native Software Microservices,0.8,0.8,Cloud Native Software Microservices
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,Cloud Architecture & MLOps,cloud architecture mlops,,,,,no,cloud architecture mlops,Cloud Architecture & MLOps,Cloud Architecture Mlops,0.8,0.8,Cloud Architecture Mlops
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,Experienced in designing scalable backend infrastructure on AWS (ECS,experienced in designing scalable backend infrastructure on aws ecs,,,,,no,experienced in designing scalable backend infrastructure on aws ecs,Experienced in designing scalable backend infrastructure on AWS (ECS,Experienced In Designing Scalable Backend Infrastructure On AWS ECS,0.8,0.8,Experienced In Designing Scalable Backend Infrastructure On AWS ECS
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,EKS,eks,virin EKS,eks,MSH,C0660200,yes,virin EKS,EKS,EKS,0.8,1.09,EKS
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,SageMaker) using Docker and robust CI/CD pipelines to ensure efficient,sagemaker using docker and robust ci cd pipelines to ensure efficient,,,,,no,sagemaker using docker and robust ci cd pipelines to ensure efficient,SageMaker) using Docker and robust CI/CD pipelines to ensure efficient,Sagemaker Using Docker And Robust CI CD Pipelines To Ensure Efficient,0.8,0.8,Sagemaker Using Docker And Robust CI CD Pipelines To Ensure Efficient
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,low-latency model inference in production,low-latency model inference in production,,,,,no,low-latency model inference in production,low-latency model inference in production,Low Latency Model Inference In Production,0.8,0.8,Low Latency Model Inference In Production
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,I hold a Master's in Software Engineering,i hold a master s in software engineering,,,,,no,i hold a master s in software engineering,I hold a Master's in Software Engineering,I Hold A Master S In Software Engineering,0.8,0.8,I Hold A Master S In Software Engineering
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,providing me with a deep foundation in algorithm design,providing me with a deep foundation in algorithm design,,,,,no,providing me with a deep foundation in algorithm design,providing me with a deep foundation in algorithm design,Providing Me With A Deep Foundation In Algorithm Design,0.8,0.8,Providing Me With A Deep Foundation In Algorithm Design
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,object-oriented programming,object-oriented programming,,object oriented | oriented programming,,,no,object-oriented programming,object-oriented programming,Object Oriented Programming,0.8,0.8,Object Oriented Programming
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,and scalable systems,and scalable systems,,,,,no,and scalable systems,and scalable systems,Scalable Systems,0.8,0.8,
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,I am passionate about modern software craftsmanship,i am passionate about modern software craftsmanship,,,,,no,i am passionate about modern software craftsmanship,I am passionate about modern software craftsmanship,I Am Passionate About Modern Software Craftsmanship,0.8,0.8,I Am Passionate About Modern Software Craftsmanship
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,currently expanding my focus into building robust deployment pipelines for clinical LLMs and implementing Explainable AI (XAI) frameworks within software user interfaces,currently expanding my focus into building robust deployment pipelines for clinical llms and implementing explainable ai xai frameworks within software user interfaces,,,,,no,currently expanding my focus into building robust deployment pipelines for clinical llms and implementing explainable ai xai frameworks within software user interfaces,currently expanding my focus into building robust deployment pipelines for clinical LLMs and implementing Explainable AI (XAI) frameworks within software user interfaces,Currently Expanding My Focus Into Building Robust Deployment Pipelines For Clinical Llms And Implementing Explainable AI XAI Frameworks Within Software User Interfaces,0.8,0.8,Currently Expanding My Focus Into Building Robust Deployment Pipelines For Clinical Llms And Implementing Explainable AI XAI Frameworks Within Software User Interfaces
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,Always open to connecting with fellow engineers,always open to connecting with fellow engineers,,,,,no,always open to connecting with fellow engineers,Always open to connecting with fellow engineers,Always Open To Connecting With Fellow Engineers,0.8,0.8,Always Open To Connecting With Fellow Engineers
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,architects,architects,,architects,,,no,architects,architects,Architects,0.8,0.8,Architects
Shiva Heydari,778f461f-2111-46bb-9a89-f85ae4e0bc64,and innovators building the future of health tech,and innovators building the future of health tech,,,,,no,and innovators building the future of health tech,and innovators building the future of health tech,Innovators Building The Future Of Health Tech,0.8,0.8,Innovators Building The Future Of Health Tech
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Homework Help,homework help,Able to do homework,,SNOMEDCT_US,C4274630,yes,Able to do homework,Homework Help,Homework Help,1.0,0.56,
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,One-on-one Instruction,one-on-one instruction,One to one care | One to one supervision,one one instruction | one one | one instruction,SNOMEDCT_US,C0581567 | C0557987,yes,One to one care | One to one supervision,One-on-one Instruction,One On One Instruction,1.0,0.8433333333333333,One On One Instruction
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Individualized Instruction,individualized instruction,,individualized instruction,,,no,individualized instruction,Individualized Instruction,Individualized Instruction,1.0,1.0,
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Autism Spectrum Disorders,autism spectrum disorders,Autism Spectrum Disorders | PhenX measure - symptoms of autism spectrum disorders | Fetal Alcohol Spectrum Disorders,autism spectrum disorders | autism spectrum | spectrum disorders,MTH,C1510586 | C3166145 | C2985290,yes,Autism Spectrum Disorders | PhenX measure - symptoms of autism spectrum disorders | Fetal Alcohol Spectrum Disorders,Autism Spectrum Disorders,Autism Spectrum Disorders,1.0,1.12,Autism Spectrum Disorders
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Public Outreach,public outreach,,,,,no,public outreach,Public Outreach,Public Outreach,1.0,1.0,
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Corporate Outreach,corporate outreach,,,,,no,corporate outreach,Corporate Outreach,Corporate Outreach,1.0,1.0,
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Community Outreach,community outreach,,community outreach,,,no,community outreach,Community Outreach,Community Outreach,1.0,1.0,
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Social Outreach,social outreach,"Phobia, Social",,MSH,C0031572,yes,"Phobia, Social",Social Outreach,Social Outreach,1.0,0.59,
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,Online Content Creation,online content creation,,content creation,,,no,online content creation,Online Content Creation,Online Content Creation,1.0,1.0,Online Content Creation
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary,i am a doctoral student in the psychedelic and cannabinoid therapeutics lab at the university of calgary,,,,,no,i am a doctoral student in the psychedelic and cannabinoid therapeutics lab at the university of calgary,I am a doctoral student in the Psychedelic and Cannabinoid Therapeutics lab at the University of Calgary,I Am A Doctoral Student In The Psychedelic And Cannabinoid Therapeutics Lab At The University Of Calgary,0.8,0.8,I Am A Doctoral Student In The Psychedelic And Cannabinoid Therapeutics Lab At The University Of Calgary
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders,i have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders,,,,,no,i have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders,I have a special interest in neuropharmacology and the development of novel therapeutics for psychiatric disorders,I Have A Special Interest In Neuropharmacology And The Development Of Novel Therapeutics For Psychiatric Disorders,0.8,0.8,I Have A Special Interest In Neuropharmacology And The Development Of Novel Therapeutics For Psychiatric Disorders
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,My current work largely focuses on the psychophysiological impacts of childhood maltreatment,my current work largely focuses on the psychophysiological impacts of childhood maltreatment,,,,,no,my current work largely focuses on the psychophysiological impacts of childhood maltreatment,My current work largely focuses on the psychophysiological impacts of childhood maltreatment,My Current Work Largely Focuses On The Psychophysiological Impacts Of Childhood Maltreatment,0.8,0.8,My Current Work Largely Focuses On The Psychophysiological Impacts Of Childhood Maltreatment
Abigail Lunge,dab82746-9cd9-450f-95b5-7798ea6d8adc,particularly concerning the endocannabinoid system and social information processing,particularly concerning the endocannabinoid system and social information processing,,,,,no,particularly concerning the endocannabinoid system and social information processing,particularly concerning the endocannabinoid system and social information processing,Particularly Concerning The Endocannabinoid System And Social Information Processing,0.8,0.8,Particularly Concerning The Endocannabinoid System And Social Information Processing
